updateUnixTime,updateTime,tokens,total
1712003709,2024-04-01T20:35:09,"{'address': 'DCyoKHga9z8XMDf6zoSg3f3AA5aa2iiZHqQGGFyhHETQ', 'decimals': 6, 'lastTradeUnixTime': 1711960405, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreicpau4tmffbz6qm6a7jklcdy6tqaquzzbabpioerospzxzgnvxrwe.ipfs.nftstorage.link', 'mc': 15.793166459263874, 'name': 'BOMBOCAT', 'symbol': 'BOMBOCAT', 'v24hChangePercent': 25330568.439494446, 'v24hUSD': 0.14743685465823073}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'GLq6LKSVC1prUyzWqEMaT8mnso3cStfWGxiMTcuc2iGR', 'decimals': 8, 'lastTradeUnixTime': 1711992420, 'liquidity': 1696.2526249612795, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreic4butg46kubhk4dy7kxu5i4lpvhubskm6bu57xdlndh5txm7rbzy.ipfs.nftstorage.link', 'mc': 1056.8266363209602, 'name': 'Pixar Lamp', 'symbol': 'PIXAR', 'v24hChangePercent': 15763237.284291334, 'v24hUSD': 4.5096820137131015}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'DGpqgp9muRq5dSvyYHqLTSF4EaPJ6CKNUaMy73smSR21', 'decimals': 9, 'lastTradeUnixTime': 1711941608, 'liquidity': 2396.0301201813445, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fi.ibb.co%2FjTrGbGm%2Fcropped-6154419.png', 'mc': 1461.1932212926145, 'name': 'Playboy', 'symbol': 'PBOY', 'v24hChangePercent': 14741710.87236437, 'v24hUSD': 40.476095095843185}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'GdjZs9xEeM1btPVLCPkp7A6XmVwbwxD4xSASJMbrueXv', 'decimals': 9, 'lastTradeUnixTime': 1711997676, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreiarbwsobhuftclh7ayv34baudywfo2tj7i77ht3d754kcns2mmxru.ipfs.nftstorage.link', 'mc': 631.4510141304244, 'name': 'COCO', 'symbol': 'COCO', 'v24hChangePercent': 12472731.251483355, 'v24hUSD': 1.8720830843508587}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'FADkDoBB1xijKVBpJ553UoAW9EGmSRTuVWAtBWdDNSAm', 'decimals': 9, 'lastTradeUnixTime': 1711934037, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fquicknode.quicknode-ipfs.com%2Fipfs%2FQmX1a9sWXxE6WKefuaLK78CuHpEyY1NacSD7eAMzFpg12k', 'mc': 2.9621316557518362, 'name': 'smolecoin', 'symbol': 'smole', 'v24hChangePercent': 12124000.525502196, 'v24hUSD': 0.26209490796936286}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'GEG6uWv8fNmFBpf982kR5asjEkmz1t6vFcrfzhkTHETz', 'decimals': 8, 'lastTradeUnixTime': 1712001360, 'liquidity': 632.5130098060065, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreie2tritqyzbmre2nmkbu3dacea7npvihqzqmcz6yhy2lr6etzwsjq.ipfs.nftstorage.link', 'mc': None, 'name': 'DROOLCAT', 'symbol': 'DROOL', 'v24hChangePercent': 10536974.885171032, 'v24hUSD': 1.1483053848112081}",260860
1712003709,2024-04-01T20:35:09,"{'address': '2RUAVySQcuvnJEYc8M5jKvxd4sDisGWLrnBzdR7vneMr', 'decimals': 9, 'lastTradeUnixTime': 1711997667, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreigjnqyjj3dtik3kcvnxfpioemnt5lo664pgmu55lkmcoq4fb5ks4y.ipfs.nftstorage.link', 'mc': 356.249250756883, 'name': 'Moonke', 'symbol': 'MOONKE', 'v24hChangePercent': 10071634.262577984, 'v24hUSD': 1.8670097116184958}",260860
1712003709,2024-04-01T20:35:09,"{'address': '71fAhEoAQiLyRVkMyimGwNvd6HhHpaWUYrpGgik6seAA', 'decimals': 9, 'lastTradeUnixTime': 1711977299, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreiem3x67xta7bw6brovlngdntzynp22sqdhsg4lp65st7hedmvngb4.ipfs.nftstorage.link', 'mc': None, 'name': 'GameBeef', 'symbol': 'GB', 'v24hChangePercent': 9410026.389588019, 'v24hUSD': 0.06283905486197816}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'DZUyS4RppXNuCDSCetWx8iCwM5sFAY53gyRCwYijPjFJ', 'decimals': 6, 'lastTradeUnixTime': 1711977771, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreig4uu2ykmk5av2v3k2lp3y7u23vzor3iou54ixdk76qmuq6y426du.ipfs.nftstorage.link', 'mc': None, 'name': 'REDLON MUSK', 'symbol': 'TESLA', 'v24hChangePercent': 9048242.982659843, 'v24hUSD': 0.006488997644149055}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'k4fZFN4afyLfwN8ZVFKXadNkseBqbXEJL7hzbYkYQLa', 'decimals': 8, 'lastTradeUnixTime': 1711937891, 'liquidity': 6053.003063614795, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafybeicvkgads2qwxv6wcwrx6lwwxyxnfnfnn3f7uqfpo2aw3zxcd4pvtm.ipfs.nftstorage.link', 'mc': 4446.130211599607, 'name': 'GAY ROBOTS', 'symbol': '$ROBOCOQ', 'v24hChangePercent': 9018833.949127927, 'v24hUSD': 16.163122332963543}",260860
